net,length_um
_01820_,123.265µm
_01700_,123.215µm
net384,123.21µm
_02968_,123.1µm
net25,123.04µm
_03751_,122.865µm
net186,122.835µm
net1019,122.605µm
net470,122.38µm
net596,122.38µm
_03541_,122.325µm
net586,122.29µm
_04375_,122.265µm
_02134_,122.18µm
net411,122.07µm
comm_mem_u0.o_img_row00\[23\],122.05µm
net728,122.035µm
net522,121.97µm
_02478_,121.94µm
comm_mem_u0.o_img_row01\[29\],121.685µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[13\],121.665µm
net1049,121.36µm
net164,121.285µm
net41,121.25µm
comm_mem_u0.o_img_row01\[21\],121.12µm
_04706_,121.105µm
net96,120.81µm
_02694_,120.805µm
net47,120.74µm
_02289_,120.72µm
_04428_,120.655µm
_03523_,120.595µm
comm_mem_u0.o_img_row02\[24\],120.565µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[8\],120.5µm
comm_mem_u0.o_wgt_row00\[4\],120.49µm
net336,120.445µm
net722,120.325µm
comm_mem_u0.o_img_row09\[3\],120.195µm
net220,120.12µm
net819,120.09µm
net1079,120.08µm
_03949_,120.065µm
net1001,119.845µm
net1076,119.83µm
_00040_,119.76µm
comm_mem_u0.o_img_row08\[26\],119.695µm
net542,119.425µm
comm_mem_u0.o_img_row09\[25\],119.35µm
net822,119.34µm
net655,119.275µm
net654,119.26µm
net1092,119.175µm
net174,119.015µm
net962,118.895µm
net210,118.615µm
_02760_,118.41µm
net36,118.385µm
_05001_,118.38µm
net1005,118.3µm
_02820_,118.215µm
net850,118.005µm
net49,117.96µm
net166,117.935µm
net576,117.795µm
_03530_,117.76µm
_02801_,117.75µm
net846,117.725µm
_01645_,117.69µm
net35,117.525µm
net1028,117.46µm
net723,117.455µm
net265,117.375µm
net334,117.315µm
comm_mem_u0.o_img_row09\[10\],117.28µm
net351,117.2µm
net671,117.11µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[72\],117.085µm
comm_mem_u0.o_img_row03\[18\],117.025µm
comm_mem_u0.o_img_row08\[13\],116.995µm
net710,116.815µm
net1102,116.77µm
net618,116.615µm
net1009,116.575µm
net908,116.47µm
net361,116.44µm
net886,116.285µm
net263,116.27µm
net813,116.26µm
_04705_,116.225µm
net56,116.185µm
net922,116.17µm
comm_mem_u0.o_img_row06\[14\],115.86µm
net212,115.86µm
net214,115.84µm
comm_mem_u0.o_img_row05\[16\],115.835µm
net515,115.76µm
net1107,115.65µm
_03985_,115.585µm
net317,115.435µm
comm_mem_u0.o_img_row04\[2\],115.27µm
net1004,115.255µm
_05887_,115.245µm
net21,115.23µm
_06258_,115.15µm
comm_mem_u0.o_img_row00\[9\],115.11µm
net557,115.055µm
net517,115.035µm
_05983_,115.03µm
net694,114.99µm
_03618_,114.815µm
net681,114.785µm
_06223_,114.66µm
_04339_,114.5µm
comm_mem_u0.o_img_row09\[8\],114.5µm
net194,114.39µm
net218,114.15µm
net104,114.145µm
net602,114.085µm
_01846_,114.06µm
net323,114.04µm
_03138_,114.02µm
_01592_,113.84µm
net1027,113.785µm
_02554_,113.765µm
comm_mem_u0.o_img_row09\[24\],113.525µm
comm_mem_u0.o_img_row08\[24\],113.395µm
net1040,113.055µm
net1113,113.01µm
_05722_,112.92µm
net388,112.72µm
net427,112.49µm
comm_mem_u0.o_img_row04\[23\],112.44µm
net1016,112.41µm
net875,112.395µm
_01932_,112.345µm
net812,112.295µm
_03229_,112.22µm
net371,112.15µm
_04913_,112.135µm
_02018_,111.79µm
comm_mem_u0.o_img_row01\[17\],111.745µm
net292,111.71µm
net262,111.7µm
net631,111.405µm
comm_mem_u0.o_img_row04\[21\],111.4µm
net247,111.39µm
net1033,111.21µm
proc_u0.cnn_ctrl_u0.cnn_acc\[10\],111.185µm
comm_mem_u0.o_img_row06\[18\],111.145µm
net1044,111.07µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[6\],111.055µm
_01817_,111.03µm
_01845_,110.96µm
_01816_,110.91µm
_01990_,110.82µm
net712,110.77µm
_01822_,110.695µm
net102,110.67µm
_05837_,110.59µm
net279,110.445µm
net170,110.425µm
net1015,110.405µm
comm_mem_u0.o_img_row01\[7\],110.335µm
net119,110.32µm
_05893_,110.3µm
net523,110.29µm
net575,110.22µm
net436,110.17µm
_06293_,110.16µm
net953,110.04µm
_06225_,110µm
comm_mem_u0.o_img_row07\[8\],109.79µm
net950,109.735µm
net973,109.655µm
net925,109.61µm
_05069_,109.46µm
net881,109.37µm
_01600_,109.35µm
_06456_,109.28µm
_02719_,109.27µm
net348,109.27µm
net356,109.12µm
net118,109.025µm
comm_mem_u0.o_img_row05\[2\],109.01µm
net930,108.97µm
net670,108.66µm
_05003_,108.4µm
net536,108.24µm
_04982_,108.225µm
net117,108.22µm
comm_mem_u0.o_img_row01\[1\],108.2µm
net341,108.14µm
_06325_,107.95µm
net830,107.945µm
_01314_,107.91µm
net24,107.91µm
net239,107.78µm
net1061,107.565µm
_05030_,107.44µm
net1013,107.41µm
net672,107.38µm
net250,107.16µm
net905,107.13µm
net971,107.065µm
_02502_,107.05µm
_04807_,106.965µm
comm_mem_u0.o_img_row07\[14\],106.935µm
comm_mem_u0.o_img_row07\[25\],106.89µm
_01513_,106.83µm
_03160_,106.745µm
comm_mem_u0.o_img_row03\[12\],106.7µm
net629,106.65µm
net961,106.635µm
net543,106.565µm
net918,106.54µm
net497,106.53µm
net946,106.495µm
_03964_,106.44µm
net122,106.37µm
comm_mem_u0.o_img_row05\[5\],106.3µm
_03784_,106.23µm
_02706_,106.06µm
_04649_,105.85µm
_02335_,105.78µm
net389,105.75µm
_03743_,105.73µm
net1020,105.705µm
net651,105.7µm
net828,105.58µm
net870,105.5µm
net357,105.485µm
net995,105.48µm
net454,105.455µm
net297,105.37µm
net931,105.305µm
net432,105.28µm
_02433_,105.175µm
_04704_,105.14µm
_04505_,105.12µm
_02452_,105.08µm
net657,105.08µm
_04675_,105.06µm
net927,104.97µm
net232,104.965µm
_03240_,104.935µm
_03552_,104.91µm
net966,104.905µm
_05013_,104.79µm
net660,104.66µm
_05721_,104.575µm
net974,104.32µm
net404,104.29µm
net883,104.025µm
_03248_,104.015µm
net983,103.71µm
net981,103.66µm
comm_mem_u0.o_img_row03\[14\],103.56µm
_02803_,103.485µm
net71,103.41µm
net630,103.22µm
_06554_,103.195µm
_01856_,103.055µm
_04423_,103.04µm
_03637_,103.03µm
net989,103.005µm
comm_mem_u0.o_img_row09\[18\],102.99µm
net1010,102.98µm
net159,102.785µm
net709,102.73µm
net873,102.73µm
net546,102.695µm
net1046,102.56µm
_02969_,102.545µm
net11,102.505µm
_03001_,102.5µm
_04825_,102.495µm
_01757_,102.43µm
_04634_,102.28µm
comm_mem_u0.o_img_row07\[2\],102.27µm
comm_mem_u0.o_img_row09\[17\],102.16µm
_01719_,102.055µm
_03070_,101.93µm
net988,101.905µm
_02615_,101.9µm
net259,101.85µm
_03015_,101.77µm
_05448_,101.545µm
_06074_,101.535µm
comm_mem_u0.o_img_row09\[23\],101.495µm
_06520_,101.48µm
net409,101.45µm
net1014,101.295µm
net621,101.26µm
comm_mem_u0.o_img_row02\[8\],101.195µm
net915,101.075µm
_05540_,101.06µm
net70,101.05µm
_01661_,101.035µm
comm_mem_u0.o_img_row00\[25\],101.035µm
_02026_,100.93µm
net902,100.83µm
comm_mem_u0.o_wgt_row00\[7\],100.8µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[65\],100.69µm
net833,100.57µm
net158,100.545µm
comm_mem_u0.o_img_row00\[24\],100.42µm
net990,100.41µm
net478,100.315µm
net948,100.155µm
comm_mem_u0.o_img_row06\[29\],100.105µm
net475,100.06µm
comm_mem_u0.o_wgt_row01\[2\],99.98µm
comm_mem_u0.o_img_row03\[11\],99.72µm
proc_u0.cnn_ctrl_u0.cnn_acc\[5\],99.715µm
net747,99.675µm
net527,99.585µm
net370,99.52µm
net60,99.49µm
net80,99.455µm
comm_mem_u0.o_img_row04\[14\],99.445µm
net290,99.32µm
_05006_,99.28µm
comm_mem_u0.o_img_row02\[4\],99.26µm
net57,99.18µm
net975,99.18µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[12\],99.13µm
net78,99.08µm
net844,98.97µm
net345,98.875µm
_04894_,98.85µm
net700,98.845µm
_03486_,98.785µm
_03799_,98.645µm
net248,98.59µm
net77,98.43µm
_01597_,98.115µm
net829,98.115µm
_04377_,98.04µm
net845,98.02µm
net514,97.935µm
net900,97.905µm
_03334_,97.835µm
net413,97.83µm
net730,97.785µm
net568,97.73µm
comm_mem_u0.o_img_row03\[19\],97.695µm
net1052,97.685µm
comm_mem_u0.o_img_row02\[12\],97.585µm
_04974_,97.45µm
_02699_,97.39µm
_02161_,97.36µm
net45,97.35µm
net942,97.33µm
_01353_,97.32µm
net494,97.255µm
_05390_,97.09µm
comm_mem_u0.o_img_row06\[22\],97.09µm
_05991_,97.08µm
comm_mem_u0.o_img_row09\[29\],96.87µm
comm_mem_u0.o_img_row00\[11\],96.81µm
_03353_,96.66µm
comm_mem_u0.o_img_row02\[19\],96.66µm
net979,96.62µm
net634,96.575µm
net738,96.515µm
_01696_,96.405µm
_05053_,96.395µm
_02194_,96.38µm
net880,96.275µm
_03748_,96.24µm
_03524_,96.19µm
_01895_,96.18µm
net960,96.15µm
net1043,96.075µm
net13,96.06µm
comm_mem_u0.o_img_row07\[24\],95.96µm
net597,95.955µm
_04670_,95.83µm
comm_mem_u0.o_img_row08\[12\],95.785µm
net202,95.75µm
net504,95.56µm
_02786_,95.48µm
net101,95.415µm
comm_mem_u0.o_img_row08\[7\],95.405µm
_05064_,95.38µm
_03249_,95.36µm
_02763_,95.35µm
_02746_,95.29µm
_01789_,95.26µm
_02741_,95.23µm
_06391_,95.23µm
net695,95.215µm
net200,95.18µm
net848,95.12µm
_01473_,95.05µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[9\],95.025µm
net484,94.92µm
net924,94.835µm
_02302_,94.605µm
_02474_,94.58µm
_05073_,94.46µm
comm_mem_u0.o_img_row00\[10\],94.38µm
net994,94.355µm
comm_mem_u0.o_img_row01\[10\],94.35µm
net897,94.325µm
_04253_,94.32µm
_01840_,94.27µm
net993,94.265µm
comm_mem_u0.o_img_row05\[29\],94.19µm
_03192_,94.185µm
net708,94.18µm
net896,94.18µm
_02400_,94.135µm
net306,94.12µm
net907,94.095µm
net1053,94.03µm
_02485_,94.01µm
net892,93.925µm
_04651_,93.9µm
_01644_,93.88µm
comm_mem_u0.o_img_row09\[12\],93.875µm
_06015_,93.79µm
net241,93.68µm
_02576_,93.67µm
_04358_,93.53µm
net663,93.515µm
proc_u0.cnn_ctrl_u0.cnn_acc\[11\],93.445µm
net448,93.44µm
net578,93.335µm
net537,93.26µm
_03091_,93.235µm
net731,93.185µm
_05184_,93.13µm
net707,93.085µm
net1003,93.05µm
net1057,92.895µm
net957,92.855µm
net664,92.84µm
net420,92.78µm
net574,92.74µm
net380,92.68µm
net579,92.5µm
net304,92.435µm
net162,92.375µm
net956,92.37µm
net1055,92.35µm
_02602_,92.345µm
_04009_,92.31µm
net310,92.31µm
_03354_,92.29µm
net142,91.81µm
net970,91.77µm
_01583_,91.74µm
_05638_,91.74µm
net1101,91.735µm
net330,91.71µm
net144,91.655µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[69\],91.64µm
net510,91.44µm
net354,91.43µm
net582,91.39µm
_02593_,91.33µm
_01649_,91.28µm
_05668_,91.27µm
comm_mem_u0.o_img_row00\[8\],91.175µm
net976,91.165µm
net978,91.09µm
_04435_,91.05µm
net51,90.98µm
net541,90.92µm
_03146_,90.86µm
net866,90.835µm
_02154_,90.79µm
net339,90.735µm
net704,90.685µm
net963,90.6µm
_03582_,90.535µm
net37,90.535µm
net66,90.505µm
net1111,90.49µm
net904,90.44µm
net95,90.425µm
net467,90.38µm
net68,90.325µm
net254,90.285µm
net154,90.27µm
_03678_,90.26µm
net909,90.22µm
net959,90.19µm
net337,90.14µm
comm_mem_u0.o_img_row00\[19\],90µm
comm_mem_u0.o_img_row08\[11\],89.91µm
_04980_,89.86µm
net300,89.84µm
net1035,89.805µm
_02519_,89.73µm
net491,89.665µm
_02618_,89.445µm
net1042,89.25µm
net686,89.245µm
_01653_,89.24µm
net44,89.215µm
net1064,89.155µm
net204,89.045µm
net987,88.975µm
_02938_,88.9µm
_02779_,88.88µm
_04644_,88.82µm
_06144_,88.81µm
net879,88.8µm
_04852_,88.79µm
_05886_,88.75µm
net1021,88.655µm
net851,88.595µm
net945,88.59µm
_03755_,88.48µm
net965,88.44µm
_02451_,88.39µm
comm_mem_u0.o_img_row07\[17\],88.37µm
net996,88.355µm
comm_mem_u0.o_img_row03\[5\],88.34µm
net73,88.34µm
net238,88.24µm
net377,88.225µm
net359,88.15µm
net187,88.115µm
_01759_,88.05µm
_04916_,87.93µm
_04304_,87.91µm
_04671_,87.9µm
net715,87.89µm
net381,87.85µm
net901,87.84µm
net941,87.81µm
_05458_,87.75µm
_02633_,87.68µm
net199,87.67µm
proc_u0.cnn_ctrl_u0.cnn_acc\[8\],87.66µm
net834,87.63µm
net818,87.6µm
net230,87.445µm
_03087_,87.44µm
comm_mem_u0.o_img_row06\[4\],87.37µm
net1007,87.36µm
net1078,87.27µm
_03046_,87.225µm
net93,87.005µm
_03570_,86.905µm
comm_mem_u0.o_img_row06\[27\],86.865µm
comm_mem_u0.o_img_row09\[28\],86.85µm
net658,86.845µm
comm_mem_u0.o_img_row01\[9\],86.8µm
net1100,86.75µm
comm_mem_u0.o_img_row06\[3\],86.745µm
net821,86.72µm
_04007_,86.585µm
_03767_,86.575µm
_01512_,86.55µm
net1104,86.55µm
net327,86.28µm
net1059,86.275µm
_05434_,86.17µm
net958,86.15µm
net97,86.105µm
_05679_,86.1µm
_02193_,86.07µm
net417,86.03µm
_01912_,86.025µm
_02364_,85.965µm
net984,85.88µm
net524,85.865µm
net968,85.76µm
net481,85.695µm
_01509_,85.63µm
_02594_,85.62µm
net91,85.62µm
net913,85.565µm
_06155_,85.51µm
comm_mem_u0.o_img_row09\[26\],85.465µm
net1045,85.3µm
_03596_,85.27µm
net967,85.23µm
_01657_,85.065µm
net584,85.045µm
_04701_,85.03µm
net178,84.98µm
net565,84.94µm
comm_mem_u0.o_img_row06\[23\],84.895µm
_03622_,84.795µm
net641,84.725µm
net46,84.66µm
net736,84.645µm
net992,84.64µm
net739,84.61µm
net124,84.54µm
net1056,84.44µm
_02542_,84.425µm
_06424_,84.29µm
net431,84.26µm
net495,84.25µm
net890,84.18µm
_02627_,84.085µm
_05599_,84.08µm
_01580_,84.02µm
net1066,83.95µm
_02392_,83.91µm
net548,83.78µm
net318,83.715µm
_01847_,83.71µm
net378,83.7µm
net132,83.675µm
_05496_,83.65µm
_02402_,83.53µm
net997,83.4µm
_02054_,83.37µm
net374,83.25µm
_02338_,83.16µm
_02734_,83.11µm
net1060,82.94µm
net933,82.93µm
net480,82.88µm
_02056_,82.86µm
net340,82.82µm
net929,82.785µm
net982,82.765µm
net926,82.725µm
comm_mem_u0.o_img_row01\[11\],82.595µm
net338,82.555µm
net492,82.465µm
net364,82.355µm
net1067,82.3µm
comm_mem_u0.o_img_row08\[1\],82.28µm
net566,81.805µm
net964,81.63µm
net571,81.56µm
net519,81.5µm
_05671_,81.39µm
_03877_,81.32µm
net530,81.3µm
net689,81.23µm
comm_mem_u0.o_img_row08\[10\],81.225µm
_02006_,81.18µm
_01695_,81.15µm
_02663_,81.13µm
net1034,81.09µm
net295,80.975µm
_05675_,80.9µm
proc_u0.cnn_ctrl_u0.cnn_inst.frag_mux.frag_sel\[3\],80.88µm
_06171_,80.82µm
net652,80.815µm
net940,80.77µm
_02657_,80.75µm
_04850_,80.74µm
_04088_,80.53µm
_05674_,80.53µm
comm_mem_u0.o_img_row04\[11\],80.52µm
net8,80.505µm
comm_mem_u0.o_img_row02\[18\],80.5µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[73\],80.47µm
_03332_,80.29µm
net580,80.29µm
net545,80.275µm
_04484_,80.1µm
_02065_,80.095µm
net1070,80.055µm
net570,80µm
comm_mem_u0.o_img_row06\[21\],79.855µm
net94,79.8µm
comm_mem_u0.o_img_row07\[29\],79.75µm
_02030_,79.725µm
_01860_,79.655µm
_05576_,79.63µm
_03489_,79.56µm
net167,79.505µm
comm_mem_u0.o_img_row08\[3\],79.5µm
net1075,79.39µm
_03488_,79.33µm
net518,79.31µm
_01870_,79.27µm
_01904_,79.23µm
net894,79.23µm
net319,79.095µm
_05592_,79.09µm
net825,78.915µm
net32,78.905µm
net1038,78.855µm
net1051,78.815µm
net89,78.755µm
_04356_,78.75µm
net865,78.74µm
comm_mem_u0.o_wgt_row03\[9\],78.56µm
_03237_,78.49µm
net895,78.485µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[58\],78.315µm
net947,78.315µm
_04169_,78.26µm
net309,78.26µm
_05392_,78.24µm
net696,78.24µm
comm_mem_u0.o_img_row07\[22\],78.205µm
net1006,78.19µm
_05017_,77.95µm
net590,77.915µm
_03867_,77.91µm
_01723_,77.9µm
_03136_,77.76µm
net379,77.645µm
_04225_,77.64µm
net145,77.615µm
_05009_,77.52µm
net903,77.52µm
_04334_,77.42µm
_01587_,77.35µm
net151,77.25µm
_02877_,77.04µm
net67,76.91µm
net980,76.88µm
net171,76.845µm
net952,76.825µm
_03884_,76.77µm
_05248_,76.77µm
_04082_,76.62µm
_05493_,76.565µm
net1022,76.555µm
net1025,76.22µm
comm_mem_u0.o_img_row07\[21\],76.095µm
comm_mem_u0.o_img_row09\[2\],76.075µm
net493,76.025µm
net498,75.785µm
comm_mem_u0.o_img_row00\[15\],75.68µm
_01842_,75.56µm
comm_mem_u0.o_img_row06\[20\],75.3µm
_06226_,75.285µm
_03639_,75.24µm
_06773_,75.175µm
_05891_,75.12µm
net912,75.07µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[20\],75.055µm
net562,74.93µm
comm_mem_u0.o_wgt_row03\[3\],74.875µm
net910,74.865µm
_01992_,74.85µm
_02606_,74.835µm
proc_u0.cnn_ctrl_u0.cnn_acc\[1\],74.81µm
net369,74.805µm
_02996_,74.76µm
_05495_,74.72µm
_01718_,74.575µm
net858,74.475µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[33\],74.365µm
net415,74.225µm
_02521_,74.16µm
net100,74.02µm
_04254_,74.005µm
net17,73.69µm
_01369_,73.61µm
comm_mem_u0.o_img_row00\[12\],73.6µm
_01394_,73.45µm
net567,73.31µm
_01596_,73.245µm
_06359_,73.245µm
net705,73.245µm
_02238_,73.22µm
comm_mem_u0.o_img_row03\[13\],73.22µm
_01857_,73.11µm
net1000,73.055µm
net1054,73.015µm
comm_mem_u0.o_img_row09\[14\],72.955µm
comm_mem_u0.o_img_row05\[21\],72.925µm
net487,72.91µm
_03473_,72.81µm
_03660_,72.625µm
net315,72.56µm
net76,72.545µm
comm_mem_u0.o_img_row03\[25\],72.49µm
net424,72.465µm
net525,72.4µm
net90,72.365µm
_02326_,72.18µm
net862,72.175µm
_02218_,72.12µm
_04443_,72.1µm
comm_mem_u0.o_img_row02\[6\],72.09µm
_04184_,72.025µm
_05351_,71.95µm
_05729_,71.84µm
net560,71.825µm
net535,71.72µm
_05070_,71.7µm
net425,71.57µm
net261,71.48µm
_03653_,71.43µm
net808,71.36µm
_05543_,71.35µm
net87,71.325µm
comm_mem_u0.o_img_row03\[1\],71.31µm
net489,71.205µm
_04778_,71.1µm
_03277_,71.09µm
comm_mem_u0.o_img_row08\[2\],71.04µm
net534,71.03µm
_02914_,70.95µm
net434,70.93µm
comm_mem_u0.o_img_row07\[27\],70.835µm
net293,70.825µm
_02186_,70.81µm
net350,70.7µm
net98,70.645µm
_05088_,70.615µm
net280,70.4µm
comm_mem_u0.o_img_row03\[15\],70.375µm
_05600_,70.35µm
net891,70.32µm
_04806_,70.27µm
net485,70.175µm
_02358_,69.9µm
_03181_,69.875µm
net368,69.71µm
_04233_,69.67µm
_04798_,69.67µm
net685,69.66µm
net729,69.65µm
comm_mem_u0.o_img_row00\[16\],69.62µm
_05047_,69.605µm
_02374_,69.44µm
net308,69.42µm
_05614_,69.39µm
_01370_,69.355µm
_02971_,69.25µm
net1037,69.135µm
_02257_,69.13µm
net954,69.095µm
net83,69.08µm
net412,69.075µm
net500,69.015µm
comm_mem_u0.o_wgt_row01\[13\],68.9µm
_04776_,68.88µm
_03528_,68.83µm
_02509_,68.79µm
net581,68.76µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[5\],68.755µm
_03120_,68.7µm
net683,68.69µm
comm_mem_u0.o_img_row07\[7\],68.6µm
_04886_,68.59µm
_05433_,68.59µm
comm_mem_u0.o_img_row02\[28\],68.53µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[17\],68.495µm
proc_u0.cnn_ctrl_u0.cnn_acc\[9\],68.475µm
net684,68.295µm
net999,68.285µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[3\],68.255µm
net314,68.17µm
_04223_,68.155µm
_01449_,68.115µm
net869,68.105µm
_05605_,67.88µm
_02894_,67.8µm
net483,67.695µm
_02829_,67.64µm
_03178_,67.58µm
_00041_,67.4µm
net346,67.355µm
net720,67.355µm
_02223_,67.335µm
net209,67.335µm
_03676_,67.32µm
net569,67.23µm
_01664_,67.04µm
_01548_,67.02µm
_04908_,67.015µm
_01946_,67µm
net440,67µm
_04849_,66.9µm
net998,66.895µm
net1018,66.87µm
proc_u0.cnn_ctrl_u0.cnn_acc\[12\],66.855µm
proc_u0.cnn_ctrl_u0.cnn_inst.state\[1\],66.855µm
_04635_,66.84µm
_03978_,66.78µm
_05251_,66.75µm
comm_mem_u0.o_img_row09\[1\],66.695µm
_06358_,66.43µm
net823,66.37µm
net589,66.325µm
net39,66.15µm
_06488_,66.13µm
_04405_,66.12µm
net205,66.095µm
_05499_,66.07µm
_05572_,66.055µm
_04983_,66.045µm
_02317_,66.025µm
_05528_,66µm
_04646_,65.96µm
_05507_,65.95µm
_03233_,65.94µm
_05331_,65.88µm
_01913_,65.86µm
net1011,65.82µm
_02247_,65.76µm
net943,65.625µm
_05613_,65.52µm
net376,65.435µm
net506,65.375µm
_03886_,65.3µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[70\],65.295µm
_03011_,65.29µm
_03948_,65.28µm
net699,65.275µm
_04323_,65.2µm
comm_mem_u0.o_img_row08\[14\],65.17µm
_04657_,65.06µm
net1063,65.025µm
net486,65.015µm
_02248_,65.01µm
net328,64.94µm
_02027_,64.93µm
_03498_,64.9µm
_05663_,64.89µm
_03808_,64.81µm
net532,64.8µm
net360,64.79µm
net667,64.75µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[27\],64.725µm
_01754_,64.65µm
net653,64.615µm
net1112,64.585µm
_03502_,64.545µm
comm_mem_u0.o_wgt_row02\[4\],64.51µm
net428,64.445µm
net267,64.41µm
comm_mem_u0.o_img_row00\[3\],64.4µm
net549,64.355µm
_05036_,64.26µm
_05839_,64.175µm
_02850_,64.14µm
net426,63.795µm
net538,63.78µm
_02514_,63.74µm
_02845_,63.72µm
_06114_,63.66µm
_04841_,63.61µm
proc_u0.cnn_ctrl_u0.cnn_acc\[4\],63.435µm
net583,63.435µm
_04682_,63.37µm
proc_u0.cnn_ctrl_u0.cnn_acc\[6\],63.33µm
net656,63.3µm
_04581_,63.27µm
net85,63.26µm
net928,63.255µm
_02920_,63.19µm
proc_u0.cnn_ctrl_u0.cnn_acc\[15\],63.095µm
net916,63.09µm
net553,62.925µm
comm_mem_u0.o_img_row09\[20\],62.9µm
comm_mem_u0.o_img_row07\[28\],62.89µm
net135,62.855µm
_05359_,62.83µm
comm_mem_u0.o_img_row07\[3\],62.785µm
_01455_,62.78µm
_02265_,62.67µm
_05571_,62.65µm
_02940_,62.645µm
_05825_,62.64µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[18\],62.61µm
_03032_,62.52µm
net373,62.495µm
proc_u0.cnn_ctrl_u0.cnn_acc\[0\],62.49µm
_02432_,62.385µm
_02366_,62.37µm
_04235_,62.29µm
comm_mem_u0.o_img_row01\[15\],62.225µm
_02658_,62.085µm
_02405_,61.93µm
comm_mem_u0.o_img_row09\[4\],61.89µm
net559,61.875µm
_02202_,61.8µm
_04875_,61.785µm
net473,61.735µm
net1071,61.64µm
_02608_,61.56µm
_05996_,61.56µm
_04795_,61.44µm
_05355_,61.435µm
_03865_,61.2µm
comm_mem_u0.o_img_row05\[4\],61.145µm
net375,61.13µm
net201,61.1µm
_03935_,60.9µm
net719,60.855µm
_02492_,60.81µm
_05999_,60.6µm
net1068,60.515µm
_02600_,60.445µm
_02403_,60.4µm
net74,60.4µm
comm_mem_u0.o_img_row02\[14\],60.25µm
net438,60.165µm
_06010_,60.06µm
_05665_,59.76µm
_03152_,59.655µm
_05216_,59.47µm
_04303_,59.46µm
net585,59.435µm
_05175_,59.4µm
net130,59.35µm
net363,59.285µm
net698,59.145µm
net490,58.965µm
_03715_,58.94µm
_02885_,58.92µm
_01765_,58.895µm
_03851_,58.875µm
_03432_,58.69µm
_04090_,58.67µm
net693,58.665µm
_00038_,58.64µm
_05468_,58.585µm
net392,58.57µm
net550,58.545µm
_04400_,58.495µm
_02224_,58.44µm
_04994_,58.2µm
_03539_,58.17µm
net366,58.06µm
comm_mem_u0.o_img_row02\[10\],58.025µm
_03617_,57.84µm
_04363_,57.6µm
net558,57.44µm
net131,57.24µm
_01740_,57.185µm
_04694_,57.14µm
_06290_,57.13µm
comm_mem_u0.spi_u0.loader_weight_sm.i_WROW\[1\],57.045µm
_01819_,57µm
_01462_,56.96µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[16\],56.935µm
proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[74\],56.83µm
_03813_,56.77µm
_03483_,56.765µm
