net,length_um
cnn_inst.comm_mem_u0.spi_u0.bit_count\[1\],25.555µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[9\],25.51µm
_02558_,25.5µm
_01436_,25.48µm
_02311_,25.475µm
_03001_,25.455µm
_02418_,25.45µm
_06333_,25.45µm
_02461_,25.44µm
_05349_,25.44µm
_05605_,25.44µm
_04838_,25.4µm
_05533_,25.39µm
cnn_inst.comm_mem_u0.mr1_out\[2\],25.39µm
_02657_,25.315µm
_05436_,25.3µm
_06228_,25.28µm
cnn_inst.comm_mem_u0.o_img_row00\[0\],25.275µm
cnn_inst.acc0\[11\],25.22µm
_05805_,25.21µm
_01333_,25.2µm
_01757_,25.165µm
cnn_inst.comm_mem_u0.o_wgt_row01\[3\],25.14µm
_01755_,25.11µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[17\],25.1µm
cnn_inst.comm_mem_u0.spi_u0.loader_weight_sm.STATE_Register,25.1µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[24\],25.09µm
_02070_,25.04µm
_01440_,25.03µm
_04349_,25.03µm
_05159_,25.03µm
cnn_inst.acc1\[3\],25.01µm
_05035_,24.985µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[4\],24.985µm
_05321_,24.965µm
_02882_,24.95µm
_04204_,24.865µm
_05549_,24.86µm
_03605_,24.85µm
_04617_,24.795µm
_02505_,24.78µm
_01745_,24.775µm
_04623_,24.775µm
net283,24.745µm
_05451_,24.72µm
_06223_,24.72µm
_03051_,24.67µm
_04300_,24.67µm
cnn_inst.acc1\[13\],24.67µm
_03630_,24.66µm
_05637_,24.66µm
_05538_,24.63µm
_02681_,24.6µm
_02404_,24.56µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[13\],24.55µm
_01629_,24.53µm
_06156_,24.525µm
cnn_inst.acc1\[8\],24.51µm
_03853_,24.5µm
cnn_inst.comm_mem_u0.spi_u0.loader_image_sm.i_ROW\[1\],24.5µm
_05255_,24.49µm
_05523_,24.48µm
_06025_,24.475µm
_02405_,24.44µm
_01989_,24.43µm
_05048_,24.43µm
cnn_inst.comm_mem_u0.spi_u0.bit_count\[7\],24.43µm
_03276_,24.36µm
_03986_,24.36µm
_06288_,24.36µm
_01705_,24.31µm
_04552_,24.29µm
_04122_,24.25µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[9\],24.25µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[0\],24.245µm
_02043_,24.235µm
_01443_,24.205µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[12\],24.145µm
_03404_,24.13µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[13\],24.13µm
_04354_,24.12µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[7\],24.07µm
_03011_,24.045µm
_03281_,24µm
_05555_,24µm
_04305_,23.98µm
_04540_,23.97µm
_02494_,23.95µm
_02837_,23.95µm
_05683_,23.935µm
_03543_,23.92µm
_05410_,23.89µm
_02584_,23.88µm
cnn_inst.comm_mem_u0.o_wgt_row01\[0\],23.84µm
_05368_,23.83µm
_04749_,23.8µm
_01450_,23.78µm
_05136_,23.77µm
cnn_inst.comm_mem_u0.mr2_out\[7\],23.77µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[7\],23.77µm
_02101_,23.76µm
_03933_,23.76µm
_06756_,23.76µm
_03475_,23.755µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[7\],23.755µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[4\],23.755µm
_01470_,23.745µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[17\],23.715µm
_06275_,23.66µm
cnn_inst.comm_mem_u0.o_img_row04\[26\],23.65µm
_03329_,23.59µm
_05362_,23.54µm
cnn_inst.acc0\[9\],23.53µm
_02113_,23.525µm
_03702_,23.47µm
_01457_,23.425µm
_01464_,23.42µm
_01956_,23.41µm
_05454_,23.4µm
_02221_,23.395µm
_02046_,23.37µm
_04340_,23.34µm
_06198_,23.3µm
_02620_,23.295µm
_03380_,23.295µm
_03774_,23.29µm
cnn_inst.comm_mem_u0.o_img_row04\[16\],23.29µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[6\],23.29µm
_04527_,23.28µm
_04881_,23.28µm
_04027_,23.275µm
_05547_,23.275µm
_02174_,23.265µm
_01387_,23.24µm
_04408_,23.23µm
cnn_inst.acc1\[12\],23.23µm
_04514_,23.225µm
_01444_,23.185µm
_04337_,23.13µm
_03788_,23.09µm
_01445_,23.06µm
_03593_,23.05µm
_04388_,23.05µm
_02352_,23.04µm
_06218_,23.04µm
_06744_,23.04µm
_04006_,23.025µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[23\],23.025µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[4\],22.95µm
_05620_,22.93µm
_05958_,22.925µm
_01897_,22.915µm
_06232_,22.915µm
_02632_,22.905µm
_04220_,22.87µm
_05787_,22.87µm
cnn_inst.comm_mem_u0.mr1_out\[7\],22.855µm
_01744_,22.81µm
_03776_,22.81µm
_03686_,22.805µm
_04449_,22.8µm
_04314_,22.795µm
_05405_,22.795µm
_04475_,22.765µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[8\],22.745µm
_02309_,22.74µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[27\],22.74µm
_03856_,22.735µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[11\],22.735µm
_04970_,22.7µm
_01332_,22.69µm
_01438_,22.69µm
_04879_,22.69µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[67\],22.69µm
_01972_,22.68µm
_02210_,22.68µm
_05072_,22.68µm
_06263_,22.68µm
_02760_,22.65µm
_05251_,22.64µm
_03194_,22.625µm
_03808_,22.62µm
_04125_,22.605µm
net,22.6µm
_02954_,22.58µm
_05500_,22.565µm
cnn_inst.comm_mem_u0.o_img_row01\[6\],22.53µm
_03232_,22.51µm
cnn_inst.comm_mem_u0.o_wgt_row02\[0\],22.465µm
_01839_,22.45µm
_04827_,22.45µm
cnn_inst.comm_mem_u0.o_wgt_row02\[6\],22.45µm
_04120_,22.44µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[3\],22.435µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[6\],22.435µm
_01765_,22.425µm
_01689_,22.38µm
_03090_,22.38µm
_05947_,22.375µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[20\],22.33µm
cnn_inst.comm_mem_u0.o_img_row05\[22\],22.29µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[0\],22.285µm
_01951_,22.28µm
_03292_,22.28µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[4\],22.275µm
_02282_,22.235µm
_04456_,22.23µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[16\],22.225µm
cnn_inst.comm_mem_u0.o_img_row01\[10\],22.21µm
_03020_,22.2µm
_04644_,22.16µm
_02647_,22.15µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[26\],22.15µm
_05263_,22.14µm
_06186_,22.11µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[24\],22.105µm
cnn_inst.acc0\[7\],22.1µm
_03800_,22.095µm
_01416_,22.03µm
_01775_,22.005µm
_04666_,22.005µm
_03323_,21.98µm
_02457_,21.96µm
cnn_inst.comm_mem_u0.o_img_row03\[8\],21.92µm
cnn_inst.comm_mem_u0.o_wgt_row01\[11\],21.91µm
cnn_inst.comm_mem_u0.spi_u0.loader_weight_sm.STATE_Signal,21.9µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[16\],21.895µm
_03320_,21.885µm
_05530_,21.885µm
_02950_,21.87µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[7\],21.865µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[51\],21.865µm
cnn_inst.comm_mem_u0.o_img_row01\[14\],21.86µm
_03692_,21.85µm
_05923_,21.85µm
_06416_,21.85µm
_05969_,21.84µm
net516,21.83µm
_03108_,21.79µm
_03559_,21.76µm
_03341_,21.74µm
_01446_,21.73µm
_05045_,21.73µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[19\],21.73µm
_01455_,21.72µm
_02098_,21.705µm
_02048_,21.685µm
_04281_,21.66µm
_04957_,21.66µm
_03866_,21.63µm
_03243_,21.625µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[4\],21.625µm
_02645_,21.62µm
_04443_,21.61µm
_06019_,21.61µm
cnn_inst.comm_mem_u0.o_wgt_row02\[7\],21.585µm
_02757_,21.55µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[11\],21.55µm
_06037_,21.525µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[14\],21.505µm
cnn_inst.comm_mem_u0.o_img_row06\[2\],21.5µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[15\],21.5µm
_06006_,21.49µm
_01376_,21.48µm
_04904_,21.455µm
_05356_,21.425µm
_02211_,21.42µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[12\],21.415µm
_03298_,21.385µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[14\],21.385µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[21\],21.375µm
_02267_,21.37µm
_05613_,21.37µm
_01439_,21.33µm
_01426_,21.325µm
_02943_,21.32µm
_01998_,21.31µm
_02948_,21.31µm
_02321_,21.3µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[6\],21.275µm
_04897_,21.265µm
_01441_,21.26µm
_05956_,21.26µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[15\],21.26µm
_01317_,21.24µm
_02272_,21.24µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[13\],21.225µm
_01748_,21.14µm
_02879_,21.14µm
_03463_,21.14µm
_06278_,21.12µm
_05087_,21.085µm
_03921_,21.07µm
net438,21.045µm
_02181_,21.04µm
_05583_,21µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[25\],20.995µm
_02470_,20.985µm
cnn_inst.comm_mem_u0.o_img_row07\[29\],20.95µm
cnn_inst.comm_mem_u0.mr1_out\[9\],20.935µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[10\],20.935µm
_04222_,20.895µm
_00035_,20.89µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[9\],20.89µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[9\],20.89µm
_03129_,20.855µm
_02061_,20.835µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[24\],20.83µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[12\],20.825µm
_05686_,20.815µm
cnn_inst.comm_mem_u0.o_img_row06\[15\],20.81µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[5\],20.8µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[8\],20.795µm
_02844_,20.785µm
_03389_,20.77µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[29\],20.77µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[20\],20.76µm
_06021_,20.73µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[14\],20.73µm
_02177_,20.725µm
_01702_,20.715µm
_02813_,20.71µm
_03516_,20.71µm
_05897_,20.71µm
_01845_,20.7µm
_01328_,20.66µm
_03022_,20.65µm
_05258_,20.64µm
_01928_,20.59µm
_02198_,20.55µm
_01434_,20.52µm
_04526_,20.5µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[14\],20.5µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[66\],20.49µm
_01799_,20.485µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[11\],20.48µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[22\],20.455µm
_02586_,20.425µm
cnn_inst.comm_mem_u0.mr1_out\[12\],20.425µm
_03881_,20.42µm
_05223_,20.41µm
_03746_,20.395µm
ui_PAD2CORE[2],20.38µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[9\],20.365µm
_05891_,20.34µm
_04357_,20.32µm
_04691_,20.3µm
_05113_,20.28µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[3\],20.28µm
_02830_,20.25µm
_05599_,20.24µm
_03148_,20.235µm
_01428_,20.23µm
_02050_,20.23µm
_06222_,20.205µm
_01458_,20.195µm
_01890_,20.18µm
_02788_,20.17µm
_05977_,20.17µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[4\],20.17µm
_06035_,20.11µm
_02212_,20.1µm
_05253_,20.05µm
_05966_,20.05µm
cnn_inst.comm_mem_u0.o_wgt_row03\[6\],20.045µm
_04209_,20.035µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[42\],20.025µm
cnn_inst.comm_mem_u0.o_wgt_row03\[10\],19.99µm
_01811_,19.98µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[20\],19.975µm
cnn_inst.comm_mem_u0.spi_u0.bit_count\[8\],19.975µm
_01607_,19.93µm
_02814_,19.93µm
_01564_,19.925µm
_04012_,19.92µm
_03058_,19.915µm
_01449_,19.88µm
_04177_,19.88µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[1\],19.875µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[4\],19.87µm
_02141_,19.865µm
_04137_,19.86µm
cnn_inst.comm_mem_u0.o_wgt_row03\[8\],19.86µm
cnn_inst.comm_mem_u0.spi_u0.image_shift\[0\],19.855µm
_02908_,19.825µm
_03757_,19.825µm
_01469_,19.82µm
_04628_,19.815µm
_04717_,19.81µm
_02716_,19.8µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[1\],19.8µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[17\],19.775µm
_02128_,19.76µm
_02326_,19.76µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[8\],19.71µm
_06036_,19.705µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[27\],19.705µm
_01803_,19.62µm
_03184_,19.62µm
cnn_inst.comm_mem_u0.o_img_row09\[6\],19.61µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[10\],19.595µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[16\],19.595µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[5\],19.595µm
cnn_inst.comm_mem_u0.o_img_row08\[21\],19.59µm
_02780_,19.57µm
_03456_,19.56µm
_04774_,19.56µm
cnn_inst.comm_mem_u0.o_img_row04\[20\],19.555µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[3\],19.555µm
_04561_,19.54µm
_06608_,19.515µm
_05241_,19.51µm
cnn_inst.acc1\[2\],19.51µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[21\],19.51µm
_05560_,19.505µm
_03257_,19.5µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[6\],19.495µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[22\],19.495µm
_06209_,19.485µm
_04018_,19.45µm
_04130_,19.45µm
_06273_,19.45µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[2\],19.45µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[15\],19.45µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[28\],19.45µm
_04084_,19.425µm
_01342_,19.41µm
_01355_,19.41µm
cnn_inst.comm_mem_u0.spi_u0.bit_count\[6\],19.41µm
_02956_,19.4µm
cnn_inst.comm_mem_u0.spi_u0.data_count\[3\],19.34µm
_04594_,19.33µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[16\],19.33µm
_05491_,19.32µm
_05576_,19.315µm
cnn_inst.comm_mem_u0.spi_u0.data_count\[2\],19.3µm
_03655_,19.29µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_done,19.25µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[23\],19.24µm
cnn_inst.comm_mem_u0.o_img_row05\[9\],19.235µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[20\],19.21µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[25\],19.16µm
_04998_,19.15µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[12\],19.15µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[8\],19.15µm
_02079_,19.14µm
_01422_,19.125µm
_03685_,19.12µm
cnn_inst.comm_mem_u0.o_wgt_row01\[8\],19.115µm
cnn_inst.comm_mem_u0.mr1_out\[0\],19.09µm
_01759_,19.08µm
_02524_,19.08µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[17\],19.075µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[21\],19.075µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[23\],19.04µm
_03510_,19.03µm
cnn_inst.comm_mem_u0.o_wgt_row04\[10\],19.03µm
_02529_,19.025µm
_04072_,19.02µm
_05289_,19.02µm
_05604_,19.02µm
net1108,19.02µm
_03845_,18.985µm
cnn_inst.comm_mem_u0.o_wgt_row03\[0\],18.985µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[26\],18.985µm
_02951_,18.97µm
_05036_,18.97µm
cnn_inst.comm_mem_u0.o_wgt_row00\[13\],18.97µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[17\],18.97µm
_03515_,18.96µm
_04761_,18.96µm
_06015_,18.955µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[29\],18.865µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[9\],18.865µm
cnn_inst.comm_mem_u0.reg_wgt_u4.Register_Weight_DataInBUS\[8\],18.865µm
_03794_,18.86µm
_05959_,18.86µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[17\],18.805µm
_02358_,18.8µm
_06200_,18.795µm
_01740_,18.79µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[3\],18.79µm
_04331_,18.765µm
_01900_,18.68µm
_02322_,18.66µm
_04187_,18.66µm
_04397_,18.64µm
_04480_,18.63µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[18\],18.625µm
_04175_,18.61µm
_06009_,18.61µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[18\],18.61µm
_05447_,18.6µm
_06091_,18.6µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[9\],18.6µm
_03837_,18.595µm
cnn_inst.comm_mem_u0.o_wgt_row02\[11\],18.565µm
_03742_,18.56µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[19\],18.56µm
_02963_,18.555µm
_02284_,18.55µm
_01462_,18.505µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[10\],18.505µm
_01674_,18.5µm
_02237_,18.49µm
_02408_,18.49µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[12\],18.485µm
_00038_,18.48µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[15\],18.48µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[11\],18.48µm
_05942_,18.475µm
cnn_inst.comm_mem_u0.o_img_row09\[13\],18.435µm
_01379_,18.43µm
_04191_,18.43µm
_03932_,18.42µm
_03997_,18.385µm
_04658_,18.385µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[29\],18.38µm
_01468_,18.37µm
_05378_,18.33µm
_05856_,18.31µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[13\],18.31µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[70\],18.31µm
_01567_,18.27µm
_06007_,18.26µm
_06221_,18.19µm
_03656_,18.18µm
_03960_,18.165µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[19\],18.16µm
_04194_,18.15µm
_05134_,18.13µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[29\],18.13µm
_01425_,18.12µm
_02329_,18.12µm
_04630_,18.12µm
_02393_,18.115µm
_02386_,18.08µm
_03480_,18.07µm
cnn_inst.comm_mem_u0.o_wgt_row01\[9\],18.065µm
_04961_,18.06µm
net1098,18.06µm
_02939_,18.045µm
_01036_,18.03µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[25\],18.02µm
_04898_,18.015µm
_01044_,18.01µm
_01154_,18.01µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[2\],18.01µm
net7,18.01µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[27\],18.005µm
_02773_,18µm
_05308_,17.995µm
cnn_inst.comm_mem_u0.mr1_out\[1\],17.965µm
_05066_,17.96µm
cnn_inst.acc1\[10\],17.96µm
_02304_,17.95µm
_02766_,17.94µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[19\],17.935µm
_05020_,17.92µm
_05110_,17.91µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[7\],17.905µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[5\],17.905µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[19\],17.905µm
_01429_,17.9µm
cnn_inst.comm_mem_u0.reg_img_u3.Register_Imag_DataInBUS\[7\],17.89µm
_05671_,17.865µm
_03658_,17.85µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[6\],17.845µm
_02334_,17.84µm
_03359_,17.84µm
_03657_,17.805µm
_02888_,17.8µm
_06326_,17.79µm
_05893_,17.785µm
_06249_,17.77µm
_04581_,17.76µm
_05295_,17.76µm
_03819_,17.755µm
_03226_,17.71µm
_04368_,17.7µm
_03007_,17.67µm
cnn_inst.comm_mem_u0.spi_u0.cmd\[0\],17.665µm
_03302_,17.65µm
_02318_,17.64µm
_02485_,17.64µm
_02832_,17.64µm
_02241_,17.635µm
_04826_,17.625µm
_05272_,17.615µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[5\],17.605µm
_05634_,17.595µm
_05793_,17.59µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.kernel_flat\[3\],17.58µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.cnn_inst.state\[5\],17.58µm
_02867_,17.575µm
_01650_,17.54µm
_02479_,17.54µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[1\],17.54µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[26\],17.54µm
net1105,17.54µm
_04653_,17.53µm
cnn_inst.comm_mem_u0.mr2_out\[10\],17.53µm
_06694_,17.52µm
_03231_,17.505µm
_05219_,17.505µm
_02308_,17.495µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[11\],17.425µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[14\],17.425µm
_05548_,17.42µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[15\],17.42µm
_05132_,17.41µm
_05229_,17.41µm
_06295_,17.41µm
_02400_,17.35µm
_03368_,17.35µm
_03527_,17.35µm
_05920_,17.35µm
_01902_,17.335µm
_01433_,17.315µm
_05694_,17.31µm
_06187_,17.31µm
_02578_,17.305µm
cnn_inst.comm_mem_u0.reg_img_u0.Register_Imag_DataInBUS\[6\],17.29µm
_05905_,17.28µm
_02102_,17.275µm
_02200_,17.255µm
_05133_,17.24µm
_04245_,17.23µm
_05226_,17.23µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[28\],17.23µm
_05611_,17.215µm
_04626_,17.185µm
_01794_,17.18µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[1\],17.18µm
_01466_,17.17µm
_01931_,17.17µm
_04945_,17.17µm
_04803_,17.16µm
_04832_,17.16µm
_05883_,17.16µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[16\],17.16µm
_03782_,17.155µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[5\],17.15µm
_04619_,17.145µm
_05336_,17.14µm
_05577_,17.14µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[2\],17.12µm
_02361_,17.11µm
_03139_,17.11µm
_05667_,17.11µm
cnn_inst.comm_mem_u0.spi_u0.data_count\[6\],17.11µm
net1106,17.1µm
net1107,17.1µm
net1100,17.1µm
_04669_,17.095µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[15\],17.095µm
_01815_,17.07µm
_05542_,17.07µm
_05418_,17.055µm
_01423_,17.05µm
_01784_,17.05µm
_01856_,17.05µm
_02399_,17.05µm
_03471_,17.05µm
_04435_,17.05µm
_06411_,17.05µm
cnn_inst.comm_mem_u0.reg_img_u1.Register_Imag_DataInBUS\[2\],17.05µm
cnn_inst.comm_mem_u0.reg_img_u4.Register_Imag_DataInBUS\[17\],17.05µm
cnn_inst.comm_mem_u0.reg_img_u7.Register_Imag_DataInBUS\[7\],17.05µm
cnn_inst.comm_mem_u0.reg_img_u2.Register_Imag_DataInBUS\[2\],17.045µm
cnn_inst.comm_mem_u0.reg_img_u6.Register_Imag_DataInBUS\[10\],17.045µm
cnn_inst.comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[18\],17.045µm
_00002_,17.04µm
_04683_,17.04µm
_01776_,17.025µm
cnn_inst.comm_mem_u0.reg_img_u5.Register_Imag_DataInBUS\[27\],17.01µm
_04183_,17µm
_02988_,16.99µm
